"Master","RecordType","RecordKey","Id","Name"
"Bloodmoon.esm","Apparatus","id:apparatus_a_spipe_01","apparatus_a_spipe_01","Pipe"
"Bloodmoon.esm","Armor","id:steel_cuirass","steel_cuirass","Steel Cuirass"
"Morrowind.esm","DialogueInfo","id:923181951689523479","923181951689523479",""
"Morrowind.esm","DialogueInfo","id:9241275552027925777","9241275552027925777",""
"Morrowind.esm","DialogueInfo","id:924320927304872608","924320927304872608",""
"Morrowind.esm","DialogueInfo","id:92448774174079423","92448774174079423",""
"Morrowind.esm","DialogueInfo","id:92628716317838733","92628716317838733",""
"Morrowind.esm","DialogueInfo","id:9264153992934421977","9264153992934421977",""
"Morrowind.esm","DialogueInfo","id:926915689227502988","926915689227502988",""
"Morrowind.esm","DialogueInfo","id:92702599515945538","92702599515945538",""
"Morrowind.esm","DialogueInfo","id:928239161409712530","928239161409712530",""
"Morrowind.esm","DialogueInfo","id:9287263371457716713","9287263371457716713",""
"Morrowind.esm","DialogueInfo","id:929199051420129252","929199051420129252",""
"Morrowind.esm","DialogueInfo","id:92921015114789442","92921015114789442",""
"Morrowind.esm","DialogueInfo","id:92922549314525658","92922549314525658",""
"Morrowind.esm","DialogueInfo","id:929416302939116203","929416302939116203",""
"Morrowind.esm","DialogueInfo","id:92942110715057379","92942110715057379",""
"Morrowind.esm","DialogueInfo","id:93157056201147893","93157056201147893",""
"Morrowind.esm","DialogueInfo","id:9336255683161732695","9336255683161732695",""
"Morrowind.esm","DialogueInfo","id:9343232591271729913","9343232591271729913",""
"Morrowind.esm","DialogueInfo","id:934691632711526888","934691632711526888",""
"Morrowind.esm","DialogueInfo","id:9347139832285116803","9347139832285116803",""
"Morrowind.esm","DialogueInfo","id:93561112112015268","93561112112015268",""
"Morrowind.esm","DialogueInfo","id:93702938718429475","93702938718429475",""
"Morrowind.esm","DialogueInfo","id:93725962456115307","93725962456115307",""
"Morrowind.esm","DialogueInfo","id:9373016741307988","9373016741307988",""
"Morrowind.esm","DialogueInfo","id:9377185762673319884","9377185762673319884",""
"Morrowind.esm","DialogueInfo","id:937830373643530182","937830373643530182",""
"Morrowind.esm","DialogueInfo","id:93897174226030559","93897174226030559",""
"Morrowind.esm","DialogueInfo","id:939254272428931886","939254272428931886",""
"Morrowind.esm","DialogueInfo","id:9395139621026630606","9395139621026630606",""
"Morrowind.esm","DialogueInfo","id:940216941280823980","940216941280823980",""
"Morrowind.esm","DialogueInfo","id:940394901008720746","940394901008720746",""
"Morrowind.esm","DialogueInfo","id:941016884273654644","941016884273654644",""
"Morrowind.esm","DialogueInfo","id:941127056243315501","941127056243315501",""
"Morrowind.esm","DialogueInfo","id:94136331195824415","94136331195824415",""
"Morrowind.esm","DialogueInfo","id:9415163682008620591","9415163682008620591",""
"Morrowind.esm","DialogueInfo","id:941920753505716560","941920753505716560",""
"Morrowind.esm","DialogueInfo","id:942915143229424793","942915143229424793",""
"Morrowind.esm","DialogueInfo","id:94291814136156736","94291814136156736",""
"Morrowind.esm","DialogueInfo","id:943266831494921997","943266831494921997",""
"Morrowind.esm","DialogueInfo","id:943312385952113671","943312385952113671",""
"Morrowind.esm","DialogueInfo","id:9437273431614430582","9437273431614430582",""
"Morrowind.esm","DialogueInfo","id:944013953726829358","944013953726829358",""
"Morrowind.esm","DialogueInfo","id:944330767195161189","944330767195161189",""
"Morrowind.esm","DialogueInfo","id:9452159451755120838","9452159451755120838",""
"Morrowind.esm","DialogueInfo","id:9453146203112012565","9453146203112012565",""
"Morrowind.esm","DialogueInfo","id:945428658231611203","945428658231611203",""
"Morrowind.esm","DialogueInfo","id:945524784138612211","945524784138612211",""
"Morrowind.esm","DialogueInfo","id:9459119662012511095","9459119662012511095",""
"Morrowind.esm","DialogueInfo","id:9460267641882117175","9460267641882117175",""
"Morrowind.esm","DialogueInfo","id:9465241612930816658","9465241612930816658",""
"Morrowind.esm","DialogueInfo","id:947046692227455","947046692227455",""
"Morrowind.esm","DialogueInfo","id:947877721853621969","947877721853621969",""
"Morrowind.esm","DialogueInfo","id:94843846199243078","94843846199243078",""
"Morrowind.esm","DialogueInfo","id:9498332818636898","9498332818636898",""
"Morrowind.esm","DialogueInfo","id:9505200141496612963","9505200141496612963",""
"Morrowind.esm","DialogueInfo","id:95062564643114142","95062564643114142",""
"Morrowind.esm","DialogueInfo","id:951127403188124191","951127403188124191",""
"Morrowind.esm","DialogueInfo","id:95117363209798132","95117363209798132",""
"Morrowind.esm","DialogueInfo","id:9519130492516824499","9519130492516824499",""
"Morrowind.esm","DialogueInfo","id:952024326896231485","952024326896231485",""
"Morrowind.esm","DialogueInfo","id:9523291201261418953","9523291201261418953",""
"Morrowind.esm","DialogueInfo","id:95341071464127017","95341071464127017",""
"Morrowind.esm","DialogueInfo","id:95451119155704059","95451119155704059",""
"Morrowind.esm","DialogueInfo","id:956218170347213539","956218170347213539",""
"Morrowind.esm","DialogueInfo","id:956743211081424770","956743211081424770",""
"Morrowind.esm","DialogueInfo","id:957482611817825802","957482611817825802",""
"Morrowind.esm","DialogueInfo","id:9597320491279929319","9597320491279929319",""
"Morrowind.esm","DialogueInfo","id:96026711842330773","96026711842330773",""
"Morrowind.esm","DialogueInfo","id:961513804668912989","961513804668912989",""
"Morrowind.esm","DialogueInfo","id:9629230661795710770","9629230661795710770",""
"Morrowind.esm","DialogueInfo","id:963926337871820132","963926337871820132",""
"Morrowind.esm","DialogueInfo","id:964426111309003486","964426111309003486",""
"Morrowind.esm","DialogueInfo","id:964522073211601829","964522073211601829",""
"Morrowind.esm","DialogueInfo","id:9646288931859530641","9646288931859530641",""
"Morrowind.esm","DialogueInfo","id:964749983030617792","964749983030617792",""
"Morrowind.esm","DialogueInfo","id:9669156562742432291","9669156562742432291",""
"Morrowind.esm","DialogueInfo","id:96732069221237565","96732069221237565",""
"Morrowind.esm","DialogueInfo","id:967514175228916371","967514175228916371",""
"Morrowind.esm","DialogueInfo","id:9676308191408816907","9676308191408816907",""
"Morrowind.esm","DialogueInfo","id:9685164983260918937","9685164983260918937",""
"Morrowind.esm","DialogueInfo","id:969222755214829773","969222755214829773",""
"Morrowind.esm","DialogueInfo","id:96962060256671564","96962060256671564",""
"Morrowind.esm","DialogueInfo","id:97018352609018530","97018352609018530",""
"Morrowind.esm","DialogueInfo","id:970815823134058024","970815823134058024",""
"Morrowind.esm","DialogueInfo","id:9726216701774922970","9726216701774922970",""
"Morrowind.esm","DialogueInfo","id:972815897164113779","972815897164113779",""
"Morrowind.esm","DialogueInfo","id:97281998428628515","97281998428628515",""
"Morrowind.esm","DialogueInfo","id:973319201293699138","973319201293699138",""
"Morrowind.esm","DialogueInfo","id:9735199521659430158","9735199521659430158",""
"Morrowind.esm","DialogueInfo","id:9738239042338123267","9738239042338123267",""
"Morrowind.esm","DialogueInfo","id:9755114592994813566","9755114592994813566",""
"Morrowind.esm","DialogueInfo","id:9755284631480516365","9755284631480516365",""
"Morrowind.esm","DialogueInfo","id:976017139173509707","976017139173509707",""
"Morrowind.esm","DialogueInfo","id:9760284361381730713","9760284361381730713",""
"Morrowind.esm","DialogueInfo","id:9762572427259903","9762572427259903",""
"Morrowind.esm","DialogueInfo","id:9764136112322331102","9764136112322331102",""
"Morrowind.esm","DialogueInfo","id:976980263199715088","976980263199715088",""
"Morrowind.esm","DialogueInfo","id:977191381305728222","977191381305728222",""
"Morrowind.esm","DialogueInfo","id:9772118981414541","9772118981414541",""
"Morrowind.esm","DialogueInfo","id:9775243291524320339","9775243291524320339",""
"Morrowind.esm","DialogueInfo","id:977711389524527368","977711389524527368",""
"Morrowind.esm","DialogueInfo","id:9779114446310063","9779114446310063",""
"Morrowind.esm","DialogueInfo","id:9782187182290312729","9782187182290312729",""
"Morrowind.esm","DialogueInfo","id:97852208193266639","97852208193266639",""
"Morrowind.esm","DialogueInfo","id:9799239229936821","9799239229936821",""
"Morrowind.esm","DialogueInfo","id:980165162432125720","980165162432125720",""
"Morrowind.esm","DialogueInfo","id:98022108416977660","98022108416977660",""
"Morrowind.esm","DialogueInfo","id:980816721223929681","980816721223929681",""
"Morrowind.esm","DialogueInfo","id:981032297109909798","981032297109909798",""
"Morrowind.esm","DialogueInfo","id:981412013215926605","981412013215926605",""
"Morrowind.esm","DialogueInfo","id:98189934287539198","98189934287539198",""
"Morrowind.esm","DialogueInfo","id:9826104452295731815","9826104452295731815",""
"Morrowind.esm","DialogueInfo","id:98266831758322239","98266831758322239",""
"Morrowind.esm","DialogueInfo","id:98302372327767126","98302372327767126",""
"Morrowind.esm","DialogueInfo","id:983217790241822655","983217790241822655",""
"Morrowind.esm","DialogueInfo","id:983554582894917169","983554582894917169",""
"Morrowind.esm","DialogueInfo","id:9845319351035729969","9845319351035729969",""
"Morrowind.esm","DialogueInfo","id:984621064262388609","984621064262388609",""
"Morrowind.esm","DialogueInfo","id:9865201892901025547","9865201892901025547",""
"Morrowind.esm","DialogueInfo","id:987517970210075768","987517970210075768",""
"Morrowind.esm","DialogueInfo","id:9877511385953654","9877511385953654",""
"Morrowind.esm","DialogueInfo","id:9882311941797326846","9882311941797326846",""
"Morrowind.esm","DialogueInfo","id:98824202205014482","98824202205014482",""
"Morrowind.esm","DialogueInfo","id:988314745207811001","988314745207811001",""
"Morrowind.esm","DialogueInfo","id:9884177391863022179","9884177391863022179",""
"Morrowind.esm","DialogueInfo","id:990250891358418697","990250891358418697",""
"Morrowind.esm","DialogueInfo","id:991140253207623012","991140253207623012",""
"Morrowind.esm","DialogueInfo","id:99119678299585073","99119678299585073",""
"Morrowind.esm","DialogueInfo","id:99153508560424170","99153508560424170",""
"Morrowind.esm","DialogueInfo","id:992212726196988824","992212726196988824",""
"Morrowind.esm","DialogueInfo","id:9928151481941210729","9928151481941210729",""
"Morrowind.esm","DialogueInfo","id:9928161571258123292","9928161571258123292",""
"Morrowind.esm","DialogueInfo","id:9935279622484910730","9935279622484910730",""
"Morrowind.esm","DialogueInfo","id:994116504173551411","994116504173551411",""
"Morrowind.esm","DialogueInfo","id:99416555748718237","99416555748718237",""
"Morrowind.esm","DialogueInfo","id:9950286302615922547","9950286302615922547",""
"Morrowind.esm","DialogueInfo","id:9958187993069327358","9958187993069327358",""
"Morrowind.esm","DialogueInfo","id:99610472075512597","99610472075512597",""
"Morrowind.esm","DialogueInfo","id:9968690113263650","9968690113263650",""
"Morrowind.esm","DialogueInfo","id:9971198943065014898","9971198943065014898",""
"Morrowind.esm","DialogueInfo","id:99772962214126722","99772962214126722",""
"Morrowind.esm","DialogueInfo","id:99818227196899116","99818227196899116",""
"Morrowind.esm","DialogueInfo","id:9982256981067013526","9982256981067013526",""
"Morrowind.esm","DialogueInfo","id:998927081231154868","998927081231154868",""
"Morrowind.esm","DialogueInfo","id:9989303781366825958","9989303781366825958",""
"Morrowind.esm","DialogueInfo","id:999823834466125010","999823834466125010",""
"Morrowind.esm","DialogueInfo","id:999875582492024740","999875582492024740",""
"Morrowind.esm","Door","id:in_r_trapdoor_01","in_r_trapdoor_01","Trap Door"
"Morrowind.esm","Enchanting","id:bound dagger_effect_en","bound dagger_effect_en",""
"Morrowind.esm","GameSetting","id:fAlarmRadius","fAlarmRadius",""
"Morrowind.esm","GameSetting","id:fAthleticsRunBonus","fAthleticsRunBonus",""
"Morrowind.esm","GameSetting","id:fBargainOfferMulti","fBargainOfferMulti",""
"Morrowind.esm","GameSetting","id:fBarterGoldResetDelay","fBarterGoldResetDelay",""
"Morrowind.esm","GameSetting","id:fBaseRunMultiplier","fBaseRunMultiplier",""
"Morrowind.esm","GameSetting","id:fCombatDelayCreature","fCombatDelayCreature",""
"Morrowind.esm","GameSetting","id:fCombatDelayNPC","fCombatDelayNPC",""
"Morrowind.esm","GameSetting","id:fCorpseClearDelay","fCorpseClearDelay",""
"Morrowind.esm","GameSetting","id:fDiseaseXferChance","fDiseaseXferChance",""
"Morrowind.esm","GameSetting","id:fFatigueReturnBase","fFatigueReturnBase",""
"Morrowind.esm","GameSetting","id:fFatigueRunBase","fFatigueRunBase",""
"Morrowind.esm","GameSetting","id:fHoldBreathTime","fHoldBreathTime",""
"Morrowind.esm","GameSetting","id:fMagesGuildTravel","fMagesGuildTravel",""
"Morrowind.esm","GameSetting","id:fPCbaseMagickaMult","fPCbaseMagickaMult",""
"Morrowind.esm","GameSetting","id:fProjectileMinSpeed","fProjectileMinSpeed",""
"Morrowind.esm","GameSetting","id:fSwimRunAthleticsMult","fSwimRunAthleticsMult",""
"Morrowind.esm","GameSetting","id:iBarterSuccessDisposition","iBarterSuccessDisposition",""
"Morrowind.esm","GameSetting","id:iCrimeKilling","iCrimeKilling",""
"Morrowind.esm","GameSetting","id:iFlee","iFlee",""
"Morrowind.esm","GameSetting","id:iMonthsToRespawn","iMonthsToRespawn",""
"Morrowind.esm","GameSetting","id:sAgiDesc","sAgiDesc",""
"Morrowind.esm","GameSetting","id:sAreaDes","sAreaDes",""
"Morrowind.esm","GameSetting","id:sAttributeAgility","sAttributeAgility",""
"Morrowind.esm","GameSetting","id:sAttributeEndurance","sAttributeEndurance",""
"Morrowind.esm","GameSetting","id:sAttributePersonality","sAttributePersonality",""
"Morrowind.esm","GameSetting","id:sAttributeWillpower","sAttributeWillpower",""
"Morrowind.esm","GameSetting","id:sBirthSign","sBirthSign",""
"Morrowind.esm","GameSetting","id:sBribe 1000 Gold","sBribe 1000 Gold",""
"Morrowind.esm","GameSetting","id:sDeleteSpell","sDeleteSpell",""
"Morrowind.esm","GameSetting","id:sDurationDes","sDurationDes",""
"Morrowind.esm","GameSetting","id:sEffectAbsorbSpellPoints","sEffectAbsorbSpellPoints",""
"Morrowind.esm","GameSetting","id:sEffectAlmsiviIntervention","sEffectAlmsiviIntervention",""
"Morrowind.esm","GameSetting","id:sEffectCureCorprusDisease","sEffectCureCorprusDisease",""
"Morrowind.esm","GameSetting","id:sEffectDamageMagicka","sEffectDamageMagicka",""
"Morrowind.esm","GameSetting","id:sEffectDivineIntervention","sEffectDivineIntervention",""
"Morrowind.esm","GameSetting","id:sEffectDrainSpellpoints","sEffectDrainSpellpoints",""
"Morrowind.esm","GameSetting","id:sEffectFortifyMagickaMultiplier","sEffectFortifyMagickaMultiplier",""
"Morrowind.esm","GameSetting","id:sEffectFortifySpellpoints","sEffectFortifySpellpoints",""
"Morrowind.esm","GameSetting","id:sEffectLevitate","sEffectLevitate",""
"Morrowind.esm","GameSetting","id:sEffectResistCorprusDisease","sEffectResistCorprusDisease",""
"Morrowind.esm","GameSetting","id:sEffectResistMagicka","sEffectResistMagicka",""
"Morrowind.esm","GameSetting","id:sEffectRestoreSpellPoints","sEffectRestoreSpellPoints",""
"Morrowind.esm","GameSetting","id:sEffectSpellAbsorption","sEffectSpellAbsorption",""
"Morrowind.esm","GameSetting","id:sEffectStuntedMagicka","sEffectStuntedMagicka",""
"Morrowind.esm","GameSetting","id:sEffectSummonAncestralGhost","sEffectSummonAncestralGhost",""
"Morrowind.esm","GameSetting","id:sEffectSummonCenturionSphere","sEffectSummonCenturionSphere",""
"Morrowind.esm","GameSetting","id:sEffectSummonClannfear","sEffectSummonClannfear",""
"Morrowind.esm","GameSetting","id:sEffectSummonDremora","sEffectSummonDremora",""
"Morrowind.esm","GameSetting","id:sEffectSunDamage","sEffectSunDamage",""
"Morrowind.esm","GameSetting","id:sEffectTurnUndead","sEffectTurnUndead",""
"Morrowind.esm","GameSetting","id:sEffectWeaknessToCorprusDisease","sEffectWeaknessToCorprusDisease",""
"Morrowind.esm","GameSetting","id:sEffectWeaknessToMagicka","sEffectWeaknessToMagicka",""
"Morrowind.esm","GameSetting","id:sEnchantmentHelp9","sEnchantmentHelp9",""
"Morrowind.esm","GameSetting","id:sEnchantmentMenu3","sEnchantmentMenu3",""
"Morrowind.esm","GameSetting","id:sEndDesc","sEndDesc",""
"Morrowind.esm","GameSetting","id:sFatDesc","sFatDesc",""
"Morrowind.esm","GameSetting","id:sFatigue","sFatigue",""
"Morrowind.esm","GameSetting","id:sHealth","sHealth",""
"Morrowind.esm","GameSetting","id:sKilledEssential","sKilledEssential",""
"Morrowind.esm","GameSetting","id:sMagicAncestralGhostID","sMagicAncestralGhostID",""
"Morrowind.esm","GameSetting","id:sMagicCenturionSphereID","sMagicCenturionSphereID",""
"Morrowind.esm","GameSetting","id:sMagicClannfearID","sMagicClannfearID",""
"Morrowind.esm","GameSetting","id:sMagicCorprusWorsens","sMagicCorprusWorsens",""
"Morrowind.esm","GameSetting","id:sMagicDremoraID","sMagicDremoraID",""
"Morrowind.esm","GameSetting","id:sMagicHungerID","sMagicHungerID",""
"Morrowind.esm","GameSetting","id:sMagicItem","sMagicItem",""
"Morrowind.esm","GameSetting","id:sMagicScampID","sMagicScampID",""
"Morrowind.esm","GameSetting","id:sMagnitudeDes","sMagnitudeDes",""
"Morrowind.esm","GameSetting","id:sMonthEveningstar","sMonthEveningstar",""
"Morrowind.esm","GameSetting","id:sMonthFirstseed","sMonthFirstseed",""
"Morrowind.esm","GameSetting","id:sMonthFrostfall","sMonthFrostfall",""
"Morrowind.esm","GameSetting","id:sMonthHeartfire","sMonthHeartfire",""
"Morrowind.esm","GameSetting","id:sMonthLastseed","sMonthLastseed",""
"Morrowind.esm","GameSetting","id:sMonthMidyear","sMonthMidyear",""
"Morrowind.esm","GameSetting","id:sMonthMorningstar","sMonthMorningstar",""
"Morrowind.esm","GameSetting","id:sMonthRainshand","sMonthRainshand",""
"Morrowind.esm","GameSetting","id:sMonthSecondseed","sMonthSecondseed",""
"Morrowind.esm","GameSetting","id:sMonthSunsdawn","sMonthSunsdawn",""
"Morrowind.esm","GameSetting","id:sMonthSunsdusk","sMonthSunsdusk",""
"Morrowind.esm","GameSetting","id:sMonthSunsheight","sMonthSunsheight",""
"Morrowind.esm","GameSetting","id:sNotifyMessage12","sNotifyMessage12",""
"Morrowind.esm","GameSetting","id:sNotifyMessage13","sNotifyMessage13",""
"Morrowind.esm","GameSetting","id:sNotifyMessage14","sNotifyMessage14",""
"Morrowind.esm","GameSetting","id:sNotifyMessage15","sNotifyMessage15",""
"Morrowind.esm","GameSetting","id:sNotifyMessage18","sNotifyMessage18",""
"Morrowind.esm","GameSetting","id:sNotifyMessage45","sNotifyMessage45",""
"Morrowind.esm","GameSetting","id:sNotifyMessage46","sNotifyMessage46",""
"Morrowind.esm","GameSetting","id:sQuickMenu3","sQuickMenu3",""
"Morrowind.esm","GameSetting","id:sRangeDes","sRangeDes",""
"Morrowind.esm","GameSetting","id:sRestIllegal","sRestIllegal",""
"Morrowind.esm","GameSetting","id:sSchoolAlteration","sSchoolAlteration",""
"Morrowind.esm","GameSetting","id:sSchoolConjuration","sSchoolConjuration",""
"Morrowind.esm","GameSetting","id:sSchoolDestruction","sSchoolDestruction",""
"Morrowind.esm","GameSetting","id:sSchoolIllusion","sSchoolIllusion",""
"Morrowind.esm","GameSetting","id:sSchoolMysticism","sSchoolMysticism",""
"Morrowind.esm","GameSetting","id:sSchoolRestoration","sSchoolRestoration",""
"Morrowind.esm","GameSetting","id:sSkillAxe","sSkillAxe",""
"Morrowind.esm","GameSetting","id:sSkillBluntweapon","sSkillBluntweapon",""
"Morrowind.esm","GameSetting","id:sSkillConjuration","sSkillConjuration",""
"Morrowind.esm","GameSetting","id:sSkillMysticism","sSkillMysticism",""
"Morrowind.esm","GameSetting","id:sSkillSpeechcraft","sSkillSpeechcraft",""
"Morrowind.esm","GameSetting","id:sSpellmaking","sSpellmaking",""
"Morrowind.esm","GameSetting","id:sSpellmakingHelp3","sSpellmakingHelp3",""
"Morrowind.esm","GameSetting","id:sSpellmakingHelp5","sSpellmakingHelp5",""
"Morrowind.esm","GameSetting","id:sSpellmakingHelp6","sSpellmakingHelp6",""
"Morrowind.esm","GameSetting","id:sSpellmakingMenuTitle","sSpellmakingMenuTitle",""
"Morrowind.esm","GameSetting","id:sSpells","sSpells",""
"Morrowind.esm","GameSetting","id:sSpellServiceTitle","sSpellServiceTitle",""
"Morrowind.esm","GameSetting","id:sStrDesc","sStrDesc",""
"Morrowind.esm","GameSetting","id:sTypeSpell","sTypeSpell",""
"Morrowind.esm","GameSetting","id:sWilDesc","sWilDesc",""
"Morrowind.esm","Ingredient","id:food_kwama_egg_01","food_kwama_egg_01","Small Nauther Egg"
"Morrowind.esm","Ingredient","id:food_kwama_egg_02","food_kwama_egg_02","Large Nauther Egg"
"Morrowind.esm","LeveledItem","id:random_de_shirt","random_de_shirt",""
"Morrowind.esm","LeveledItem","id:random_de_shoes_common","random_de_shoes_common",""
"Morrowind.esm","Light","id:blue light","blue light",""
"Morrowind.esm","Light","id:Light_Com_Chandelier_01_L_177","Light_Com_Chandelier_01_L_177",""
"Morrowind.esm","MiscItem","id:key_volrina_01","key_volrina_01","Volrina Quarra's Key"
"Morrowind.esm","MiscItem","id:Misc_SoulGem_Common","Misc_SoulGem_Common","Common Modification"
"Morrowind.esm","Npc","id:caius cosades","caius cosades","Caius Cosades"
"Morrowind.esm","Npc","id:maurrie aurmine","maurrie aurmine","Maurrie Aurumane"
"Morrowind.esm","Npc","id:nelos onmar","nelos onmar","Nelos Onmar"
"Morrowind.esm","Npc","id:nels llendo","nels llendo","Na-els Londo"
"Morrowind.esm","PathGrid","pathgrid:Cavern of the Incarnate|0|0","",""
"Morrowind.esm","Race","id:Argonian","Argonian","Gungan"
"Morrowind.esm","Race","id:Breton","Breton","Tarisian"
"Morrowind.esm","Race","id:Dark Elf","Dark Elf","Duros"
"Morrowind.esm","Race","id:High Elf","High Elf","Twi'lek (Yellow)"
"Morrowind.esm","Race","id:Imperial","Imperial","Coruscanti"
"Morrowind.esm","Race","id:Khajiit","Khajiit","Cathar"
"Morrowind.esm","Race","id:Nord","Nord","Mandalorian"
"Morrowind.esm","Race","id:Orc","Orc","Rodian"
"Morrowind.esm","Race","id:Redguard","Redguard","Lothalite"
"Morrowind.esm","Race","id:Wood Elf","Wood Elf","Droid"
"Morrowind.esm","Region","id:Azura's Coast Region","Azura's Coast Region","Manaan Region"
"Morrowind.esm","Region","id:Bitter Coast Region","Bitter Coast Region","Nar Shaddaa Region"
"Morrowind.esm","Region","id:Grazelands Region","Grazelands Region","Dantooine"
"Morrowind.esm","Region","id:Red Mountain Region","Red Mountain Region","Korriban Region"
"Morrowind.esm","Region","id:West Gash Region","West Gash Region","Dathomir Region"
"Morrowind.esm","Script","id:Bed_Standard","Bed_Standard",""
"Morrowind.esm","Script","id:nels_llendoScript","nels_llendoScript",""
"Morrowind.esm","Sound","id:Item Weapon Blunt Down","Item Weapon Blunt Down",""
"Morrowind.esm","Sound","id:Item Weapon Blunt Up","Item Weapon Blunt Up",""
"Morrowind.esm","Sound","id:swamp 1","swamp 1",""
"Morrowind.esm","Sound","id:swamp 2","swamp 2",""
"Morrowind.esm","Sound","id:swamp 3","swamp 3",""
"Morrowind.esm","Sound","id:wind trees1","wind trees1",""
"Morrowind.esm","Sound","id:wind trees2","wind trees2",""
"Morrowind.esm","Sound","id:wind trees3","wind trees3",""
"Morrowind.esm","Sound","id:wind trees4","wind trees4",""
"Morrowind.esm","Sound","id:wind trees5","wind trees5",""
"Morrowind.esm","Sound","id:wind trees6","wind trees6",""
"Morrowind.esm","Sound","id:wind trees7","wind trees7",""
"Morrowind.esm","Spell","id:argonian breathing","argonian breathing","Water Breathing"
"Morrowind.esm","Spell","id:paralysis","paralysis","Paralysis"
"Morrowind.esm","Spell","id:poison","poison","Poison"
"Morrowind.esm","Spell","id:recall","recall","Return to Ship"
"Morrowind.esm","Spell","id:shock","shock","Force Lightning"
"Morrowind.esm","Spell","id:soul trap","soul trap","Study"
"Morrowind.esm","Spell","id:summon ancestral ghost","summon ancestral ghost","Summon Dathomir Zombie"
"Morrowind.esm","Spell","id:summon_centurion_unique","summon_centurion_unique","Call Loading Droid"
"Morrowind.esm","Static","id:furn_de_loom_01","furn_de_loom_01",""
"Morrowind.esm","Static","id:furn_de_overhang_09","furn_de_overhang_09",""
"Morrowind.esm","Static","id:in_dwrv_corr2_03","in_dwrv_corr2_03",""
"Morrowind.esm","Weapon","id:wooden staff","wooden staff","Wooden Staff"
"Tribunal.esm","Activator","id:Sound_Bubbles00","Sound_Bubbles00","Sound_Bubbles"
"Tribunal.esm","Bodypart","id:a_adamantium_cuirass_c","a_adamantium_cuirass_c",""
"Tribunal.esm","Cell","cell:Ebonheart|1|-13","","Ebonheart"
"Tribunal.esm","Cell","cell:Seyda Neen|-2|-10","","Seyda Neen"
"Tribunal.esm","Cell","cell:Seyda Neen|-2|-9","","Seyda Neen"
"Tribunal.esm","Cell","cell:Vivec, Temple|4|-14","","Vivec, Temple"
"Tribunal.esm","Container","id:com_sack_02_pos","com_sack_02_pos","Sack"
"Tribunal.esm","Container","id:kollop_03","kollop_03","Small Kollop"
"Tribunal.esm","Creature","id:ancestor_ghost_summon","ancestor_ghost_summon","Ancestor Ghost"
"Tribunal.esm","Dialogue","id:Greeting 7","Greeting 7",""
"Tribunal.esm","Dialogue","id:task","task",""
"Tribunal.esm","DialogueInfo","id:1003228961742030494","1003228961742030494",""
"Tribunal.esm","DialogueInfo","id:10053128081382410418","10053128081382410418",""
"Tribunal.esm","DialogueInfo","id:100731972653416885","100731972653416885",""
"Tribunal.esm","DialogueInfo","id:1009818413152724282","1009818413152724282",""
"Tribunal.esm","DialogueInfo","id:10114136742027319455","10114136742027319455",""
"Tribunal.esm","DialogueInfo","id:10132256113057416097","10132256113057416097",""
"Tribunal.esm","DialogueInfo","id:10189123683035131655","10189123683035131655",""
"Tribunal.esm","DialogueInfo","id:1023228372307074118","1023228372307074118",""
"Tribunal.esm","DialogueInfo","id:10244160542490812808","10244160542490812808",""
"Tribunal.esm","DialogueInfo","id:1031863152266718292","1031863152266718292",""
"Tribunal.esm","DialogueInfo","id:103242746163013337","103242746163013337",""
"Tribunal.esm","DialogueInfo","id:103861626824214878","103861626824214878",""
"Tribunal.esm","DialogueInfo","id:10400267091313717381","10400267091313717381",""
"Tribunal.esm","DialogueInfo","id:104211707826956760","104211707826956760",""
"Tribunal.esm","DialogueInfo","id:105428000152559358","105428000152559358",""
"Tribunal.esm","DialogueInfo","id:106219089206694239","106219089206694239",""
"Tribunal.esm","DialogueInfo","id:106277311587512256","106277311587512256",""
"Tribunal.esm","DialogueInfo","id:1068910603627723530","1068910603627723530",""
"Tribunal.esm","DialogueInfo","id:10694103881897915755","10694103881897915755",""
"Tribunal.esm","DialogueInfo","id:10735295381060221387","10735295381060221387",""
"Tribunal.esm","DialogueInfo","id:10835126351602922805","10835126351602922805",""
"Tribunal.esm","DialogueInfo","id:108863613323202237","108863613323202237",""
"Tribunal.esm","DialogueInfo","id:110032140211628150","110032140211628150",""
"Tribunal.esm","DialogueInfo","id:1101331758223962775","1101331758223962775",""
"Tribunal.esm","DialogueInfo","id:1101421953132104307","1101421953132104307",""
"Tribunal.esm","DialogueInfo","id:1101718605158833964","1101718605158833964",""
"Tribunal.esm","DialogueInfo","id:11100172091303423659","11100172091303423659",""
"Tribunal.esm","DialogueInfo","id:11125230472022021201","11125230472022021201",""
"Tribunal.esm","DialogueInfo","id:11142165942336812922","11142165942336812922",""
"Tribunal.esm","DialogueInfo","id:11145377624719683","11145377624719683",""
"Tribunal.esm","DialogueInfo","id:1115340641644516739","1115340641644516739",""
"Tribunal.esm","DialogueInfo","id:11183281881951716547","11183281881951716547",""
"Tribunal.esm","DialogueInfo","id:1119612639460118441","1119612639460118441",""
"Tribunal.esm","DialogueInfo","id:11200204431783013533","11200204431783013533",""
"Tribunal.esm","DialogueInfo","id:1122420806862526257","1122420806862526257",""
"Tribunal.esm","DialogueInfo","id:1127714408127229673","1127714408127229673",""
"Tribunal.esm","DialogueInfo","id:112922757852903059","112922757852903059",""
